Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
2485,Open,Center,Focus,Center,Front Tilt,Straight
2486,Open,Center,Focus,Center,Front Tilt,Straight
2487,Open,Center,Focus,Center,Front Tilt,Straight
2488,Open,Center,Focus,Center,Front Tilt,Straight
2489,Open,Center,Focus,Center,Front Tilt,Straight
2490,Open,Center,Focus,Center,Front Tilt,Straight
2491,Open,Center,Focus,Center,Front Tilt,Straight
2492,Open,Center,Focus,Center,Front Tilt,Straight
2493,Open,Center,Focus,Center,Front Tilt,Straight
2494,Open,Center,Focus,Center,Front Tilt,Straight
2495,Open,Center,Focus,Center,Front Tilt,Straight
2496,Open,Center,Focus,Center,Front Tilt,Straight
2497,Open,Center,Focus,Center,Front Tilt,Straight
2498,Open,Center,Focus,Center,Front Tilt,Straight
2499,Open,Center,Focus,Center,Front Tilt,Straight
2500,Open,Center,Focus,Center,Front Tilt,Straight
2501,Open,Center,Focus,Center,Front Tilt,Straight
2502,Open,Center,Focus,Center,Front Tilt,Straight
2503,Open,Center,Focus,Center,Front Tilt,Straight
2504,Open,Center,Focus,Center,Front Tilt,Straight
2505,Open,Center,Focus,Center,Front Tilt,Straight
2506,Open,Center,Focus,Center,Front Tilt,Straight
2507,Open,Center,Focus,Center,Front Tilt,Straight
2508,Open,Center,Focus,Center,Front Tilt,Straight
2509,Open,Center,Focus,Center,Front Tilt,Straight
2510,Open,Center,Focus,Center,Front Tilt,Straight
2511,Open,Center,Focus,Center,Front Tilt,Straight
2512,Open,Center,Focus,Center,Front Tilt,Straight
2513,Open,Center,Focus,Center,Front Tilt,Straight
2514,Open,Center,Focus,Center,Front Tilt,Straight
2515,Open,Center,Focus,Center,Front Tilt,Straight
2516,Open,Center,Focus,Center,Front Tilt,Straight
2517,Open,Center,Focus,Center,Front Tilt,Straight
2518,Open,Center,Focus,Center,Front Tilt,Straight
2519,Open,Center,Focus,Center,Front Tilt,Straight
2520,Open,Center,Focus,Center,Front Tilt,Straight
2521,Open,Center,Focus,Center,Front Tilt,Straight
2522,Open,Center,Focus,Center,Front Tilt,Straight
2523,Open,Center,Focus,Center,Front Tilt,Straight
2524,Open,Center,Focus,Center,Front Tilt,Straight
2525,Open,Center,Focus,Center,Front Tilt,Straight
2526,Open,Center,Focus,Center,Front Tilt,Straight
2527,Open,Center,Focus,Center,Front Tilt,Straight
2528,Open,Center,Focus,Center,Front Tilt,Straight
2529,Open,Center,Focus,Center,Front Tilt,Straight
2530,Open,Center,Focus,Center,Front Tilt,Straight
2531,Open,Center,Focus,Center,Front Tilt,Straight
2532,Open,Center,Focus,Center,Front Tilt,Straight
2533,Open,Center,Focus,Center,Front Tilt,Straight
2534,Open,Center,Focus,Center,Front Tilt,Straight
2535,Open,Center,Focus,Center,Front Tilt,Straight
2536,Open,Center,Focus,Center,Front Tilt,Straight
2537,Open,Center,Focus,Center,Front Tilt,Straight
2538,Open,Center,Focus,Center,Front Tilt,Straight
2539,Open,Center,Focus,Center,Front Tilt,Straight
2540,Open,Center,Focus,Center,Front Tilt,Straight
2541,Open,Center,Focus,Center,Front Tilt,Straight
2542,Open,Center,Focus,Center,Front Tilt,Straight
2543,Open,Center,Focus,Center,Front Tilt,Straight
2544,Open,Center,Focus,Center,Front Tilt,Straight
2545,Open,Center,Focus,Center,Front Tilt,Straight
2546,Open,Center,Focus,Center,Front Tilt,Straight
2547,Open,Center,Focus,Center,Front Tilt,Straight
2548,Open,Center,Focus,Center,Front Tilt,Straight
2549,Open,Center,Focus,Center,Front Tilt,Straight
2550,Open,Center,Focus,Center,Front Tilt,Straight
2551,Open,Center,Focus,Center,Front Tilt,Straight
2552,Open,Center,Focus,Center,Front Tilt,Straight
2553,Open,Center,Focus,Center,Front Tilt,Straight
2554,Open,Center,Focus,Center,Front Tilt,Straight
2555,Open,Center,Focus,Center,Front Tilt,Straight
2556,Open,Center,Focus,Center,Front Tilt,Straight
2557,Open,Center,Focus,Center,Front Tilt,Straight
2558,Open,Center,Focus,Center,Front Tilt,Straight
2559,Open,Center,Focus,Center,Front Tilt,Straight
2560,Open,Center,Focus,Center,Front Tilt,Straight
2561,Open,Center,Focus,Center,Front Tilt,Straight
2562,Open,Center,Focus,Center,Front Tilt,Straight
2563,Open,Center,Focus,Center,Front Tilt,Straight
2564,Open,Center,Focus,Center,Front Tilt,Straight
2565,Open,Center,Focus,Center,Front Tilt,Straight
2566,Open,Center,Focus,Center,Front Tilt,Straight
2567,Open,Center,Focus,Center,Front Tilt,Straight
2568,Open,Center,Focus,Center,Front Tilt,Straight
2569,Open,Center,Focus,Center,Front Tilt,Straight
2570,Open,Center,Focus,Center,Front Tilt,Straight
2571,Open,Center,Focus,Center,Front Tilt,Straight
2572,Open,Center,Focus,Center,Front Tilt,Straight
2573,Open,Center,Focus,Center,Front Tilt,Straight
2574,Open,Center,Focus,Center,Front Tilt,Straight
2575,Open,Center,Focus,Center,Front Tilt,Straight
2576,Open,Center,Focus,Center,Front Tilt,Straight
2577,Open,Center,Focus,Center,Front Tilt,Straight
2578,Open,Center,Focus,Center,Front Tilt,Straight
2579,Open,Center,Focus,Center,Front Tilt,Straight
2580,Open,Center,Focus,Center,Front Tilt,Straight
2581,Open,Center,Focus,Center,Front Tilt,Straight
2582,Open,Center,Focus,Center,Front Tilt,Straight
2583,Open,Center,Focus,Center,Front Tilt,Straight
2584,Open,Center,Focus,Center,Front Tilt,Straight
2585,Open,Center,Focus,Center,Front Tilt,Straight
2586,Open,Center,Focus,Center,Front Tilt,Straight
2587,Open,Center,Focus,Center,Front Tilt,Straight
2588,Open,Center,Focus,Center,Front Tilt,Straight
2589,Open,Center,Focus,Center,Front Tilt,Straight
2590,Open,Center,Focus,Center,Front Tilt,Straight
2591,Open,Center,Focus,Center,Front Tilt,Straight
2592,Open,Center,Focus,Center,Front Tilt,Straight
2593,Open,Center,Focus,Center,Front Tilt,Straight
2594,Open,Center,Focus,Center,Front Tilt,Straight
2595,Open,Center,Focus,Center,Front Tilt,Straight
2596,Open,Center,Focus,Center,Front Tilt,Straight
2597,Open,Center,Focus,Center,Front Tilt,Straight
2598,Open,Center,Focus,Center,Front Tilt,Straight
2599,Open,Center,Focus,Center,Front Tilt,Straight
2600,Open,Center,Focus,Center,Front Tilt,Straight
2601,Open,Center,Focus,Center,Front Tilt,Straight
2602,Open,Center,Focus,Center,Front Tilt,Straight
2603,Open,Center,Focus,Center,Front Tilt,Straight
2604,Open,Center,Focus,Center,Front Tilt,Straight
2605,Open,Center,Focus,Center,Front Tilt,Straight
2606,Open,Center,Focus,Center,Front Tilt,Straight
2607,Open,Center,Focus,Center,Front Tilt,Straight
2608,Open,Center,Focus,Center,Front Tilt,Straight
2609,Open,Center,Focus,Center,Front Tilt,Straight
2610,Open,Center,Focus,Center,Front Tilt,Straight
2611,Open,Center,Focus,Center,Front Tilt,Straight
2612,Open,Center,Focus,Center,Front Tilt,Straight
2613,Open,Center,Focus,Center,Front Tilt,Straight
2614,Open,Center,Focus,Center,Front Tilt,Straight
2615,Open,Center,Focus,Center,Front Tilt,Straight
2616,Open,Center,Focus,Center,Front Tilt,Straight
2617,Open,Center,Focus,Center,Front Tilt,Straight
2618,Open,Center,Focus,Center,Front Tilt,Straight
2619,Open,Center,Focus,Center,Front Tilt,Straight
2620,Closed,Center,Distracted,Center,Front Tilt,Straight
2621,Closed,Center,Distracted,Center,Front Tilt,Straight
2622,Closed,Center,Distracted,Center,Front Tilt,Straight
2623,Closed,Center,Distracted,Center,Front Tilt,Straight
2624,Closed,Center,Distracted,Center,Front Tilt,Straight
2625,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
2626,Open,Center,Focus,Center,Straight Front Ahead,Straight
2627,Open,Center,Focus,Center,Straight Front Ahead,Straight
2628,Open,Center,Focus,Center,Straight Front Ahead,Straight
2629,Open,Center,Focus,Center,Straight Front Ahead,Straight
2630,Open,Center,Focus,Center,Straight Front Ahead,Straight
2631,Open,Center,Focus,Center,Straight Front Ahead,Straight
2632,Open,Center,Focus,Center,Straight Front Ahead,Straight
2633,Open,Center,Focus,Center,Straight Front Ahead,Straight
2634,Open,Center,Focus,Center,Straight Front Ahead,Straight
2635,Open,Center,Focus,Center,Straight Front Ahead,Straight
2636,Open,Center,Focus,Center,Straight Front Ahead,Straight
2637,Open,Center,Focus,Center,Straight Front Ahead,Straight
2638,Open,Center,Focus,Center,Straight Front Ahead,Straight
2639,Open,Center,Focus,Center,Straight Front Ahead,Straight
2640,Open,Center,Focus,Center,Straight Front Ahead,Straight
2641,Open,Center,Focus,Center,Straight Front Ahead,Straight
2642,Open,Center,Focus,Center,Straight Front Ahead,Straight
2643,Open,Center,Focus,Center,Straight Front Ahead,Straight
2644,Open,Center,Focus,Center,Straight Front Ahead,Straight
2645,Open,Center,Focus,Center,Straight Front Ahead,Straight
2646,Open,Center,Focus,Center,Straight Front Ahead,Straight
2647,Open,Center,Focus,Center,Straight Front Ahead,Straight
2648,Open,Center,Focus,Center,Straight Front Ahead,Straight
2649,Open,Center,Focus,Center,Straight Front Ahead,Straight
2650,Open,Center,Focus,Center,Straight Front Ahead,Straight
2651,Open,Center,Focus,Center,Straight Front Ahead,Straight
2652,Open,Center,Focus,Center,Straight Front Ahead,Straight
2653,Open,Center,Focus,Center,Straight Front Ahead,Straight
2654,Open,Center,Focus,Center,Straight Front Ahead,Straight
2655,Open,Center,Focus,Center,Straight Front Ahead,Straight
2656,Open,Center,Focus,Center,Straight Front Ahead,Straight
2657,Closed,Left,Distracted,Center,Straight Front Ahead,Straight
2658,Closed,Center,Distracted,Center,Front Tilt,Straight
2659,Closed,Center,Distracted,Center,Front Tilt,Straight
2660,Closed,Left,Distracted,Center,Straight Front Ahead,Straight
2661,Open,Left,Focus,Center,Straight Front Ahead,Straight
2662,Open,Left,Focus,Center,Straight Front Ahead,Straight
2663,Open,Left,Focus,Center,Straight Front Ahead,Straight
2664,Open,Left,Focus,Center,Straight Front Ahead,Straight
2665,Open,Left,Focus,Center,Straight Front Ahead,Straight
2666,Open,Left,Focus,Center,Front Tilt,Straight
2667,Open,Left,Focus,Center,Front Tilt,Straight
2668,Open,Left,Focus,Center,Straight Front Ahead,Straight
2669,Open,Left,Focus,Center,Front Tilt,Straight
2670,Open,Left,Focus,Center,Straight Front Ahead,Straight
2671,Open,Left,Focus,Center,Front Tilt,Straight
2672,Open,Left,Focus,Center,Front Tilt,Straight
2673,Open,Left,Focus,Center,Front Tilt,Straight
2674,Open,Left,Focus,Center,Front Tilt,Straight
2675,Open,Left,Focus,Center,Front Tilt,Straight
2676,Open,Left,Focus,Center,Front Tilt,Straight
2677,Open,Left,Focus,Center,Front Tilt,Straight
2678,Open,Left,Focus,Center,Front Tilt,Straight
2679,Open,Left,Focus,Center,Front Tilt,Straight
2680,Open,Left,Focus,Center,Front Tilt,Straight
2681,Open,Left,Focus,Center,Front Tilt,Straight
2682,Open,Left,Focus,Center,Front Tilt,Straight
2683,Open,Left,Focus,Center,Front Tilt,Straight
2684,Open,Left,Focus,Center,Front Tilt,Straight
2685,Open,Left,Focus,Center,Front Tilt,Straight
2686,Open,Left,Focus,Center,Front Tilt,Straight
2687,Open,Left,Focus,Center,Front Tilt,Straight
2688,Open,Left,Focus,Center,Front Tilt,Straight
2689,Open,Left,Focus,Center,Front Tilt,Straight
2690,Open,Left,Focus,Center,Front Tilt,Straight
2691,Open,Left,Focus,Center,Front Tilt,Straight
2692,Open,Left,Focus,Center,Front Tilt,Straight
2693,Open,Left,Focus,Center,Front Tilt,Straight
2694,Open,Left,Focus,Center,Front Tilt,Straight
2695,Open,Left,Focus,Center,Front Tilt,Straight
2696,Open,Left,Focus,Center,Front Tilt,Straight
2697,Open,Left,Focus,Center,Front Tilt,Straight
2698,Closed,Center,Distracted,Center,Front Tilt,Straight
2699,Closed,Left,Distracted,Center,Front Tilt,Straight
2700,Open,Center,Focus,Center,Front Tilt,Straight
2701,Open,Left,Focus,Center,Front Tilt,Straight
2702,Open,Center,Focus,Center,Front Tilt,Straight
2703,Open,Center,Focus,Center,Front Tilt,Straight
2704,Open,Center,Focus,Center,Front Tilt,Straight
2705,Open,Left,Focus,Center,Front Tilt,Straight
2706,Open,Left,Focus,Center,Front Tilt,Straight
2707,Open,Left,Focus,Center,Front Tilt,Straight
2708,Open,Center,Focus,Center,Front Tilt,Straight
2709,Open,Center,Focus,Center,Front Tilt,Straight
2710,Open,Center,Focus,Center,Front Tilt,Straight
2711,Open,Left,Focus,Center,Front Tilt,Straight
2712,Open,Left,Focus,Center,Front Tilt,Straight
2713,Open,Left,Focus,Center,Front Tilt,Straight
2714,Open,Center,Focus,Center,Front Tilt,Straight
2715,Open,Left,Focus,Center,Front Tilt,Straight
2716,Open,Center,Focus,Center,Front Tilt,Straight
2717,Open,Center,Focus,Center,Front Tilt,Straight
2718,Open,Center,Focus,Center,Front Tilt,Straight
2719,Open,Center,Focus,Center,Front Tilt,Straight
2720,Open,Center,Focus,Center,Front Tilt,Straight
2721,Open,Center,Focus,Center,Front Tilt,Straight
2722,Open,Center,Focus,Center,Front Tilt,Straight
2723,Open,Center,Focus,Center,Front Tilt,Straight
2724,Open,Center,Focus,Center,Front Tilt,Straight
2725,Open,Center,Focus,Center,Front Tilt,Straight
2726,Open,Center,Focus,Center,Front Tilt,Straight
2727,Open,Center,Focus,Center,Front Tilt,Straight
2728,Open,Center,Focus,Center,Front Tilt,Straight
2729,Open,Center,Focus,Center,Front Tilt,Straight
2730,Open,Center,Focus,Center,Front Tilt,Straight
2731,Open,Center,Focus,Center,Front Tilt,Straight
2732,Closed,Center,Distracted,Center,Front Tilt,Straight
2733,Closed,Center,Distracted,Center,Front Tilt,Straight
2734,Closed,Center,Distracted,Center,Front Tilt,Straight
2735,Closed,Center,Distracted,Center,Front Tilt,Straight
2736,Closed,Center,Distracted,Center,Front Tilt,Straight
2737,Closed,Center,Distracted,Center,Front Tilt,Straight
2738,Closed,Center,Distracted,Center,Front Tilt,Straight
2739,Closed,Center,Distracted,Center,Front Tilt,Straight
2740,Open,Center,Focus,Center,Front Tilt,Straight
2741,Open,Center,Focus,Center,Front Tilt,Straight
2742,Open,Center,Focus,Center,Front Tilt,Straight
2743,Open,Center,Focus,Center,Front Tilt,Straight
2744,Open,Center,Focus,Center,Front Tilt,Straight
2745,Open,Center,Focus,Center,Front Tilt,Straight
2746,Open,Center,Focus,Center,Front Tilt,Straight
2747,Open,Center,Focus,Center,Front Tilt,Straight
2748,Open,Center,Focus,Center,Front Tilt,Straight
2749,Open,Center,Focus,Center,Front Tilt,Straight
2750,Open,Center,Focus,Center,Front Tilt,Straight
2751,Open,Center,Focus,Center,Front Tilt,Straight
2752,Open,Center,Focus,Center,Front Tilt,Straight
2753,Open,Center,Focus,Center,Front Tilt,Straight
2754,Open,Center,Focus,Center,Front Tilt,Straight
2755,Open,Center,Focus,Center,Front Tilt,Straight
2756,Open,Center,Focus,Center,Front Tilt,Straight
2757,Open,Center,Focus,Center,Front Tilt,Straight
2758,Open,Center,Focus,Center,Front Tilt,Straight
2759,Open,Center,Focus,Center,Front Tilt,Straight
2760,Open,Center,Focus,Center,Front Tilt,Straight
2761,Open,Center,Focus,Center,Front Tilt,Straight
2762,Open,Center,Focus,Center,Front Tilt,Straight
2763,Open,Center,Focus,Center,Front Tilt,Straight
2764,Open,Center,Focus,Center,Front Tilt,Straight
2765,Open,Center,Focus,Center,Front Tilt,Straight
2766,Open,Center,Focus,Center,Front Tilt,Straight
2767,Open,Center,Focus,Center,Front Tilt,Straight
2768,Open,Center,Focus,Center,Front Tilt,Straight
2769,Open,Center,Focus,Center,Front Tilt,Straight
2770,Open,Center,Focus,Center,Front Tilt,Straight
2771,Open,Center,Focus,Center,Front Tilt,Straight
2772,Open,Center,Focus,Center,Front Tilt,Straight
2773,Open,Center,Focus,Center,Front Tilt,Straight
2774,Open,Center,Focus,Center,Front Tilt,Straight
2775,Open,Center,Focus,Center,Front Tilt,Straight
2776,Open,Center,Focus,Center,Front Tilt,Straight
2777,Open,Center,Focus,Center,Front Tilt,Straight
2778,Open,Center,Focus,Center,Front Tilt,Straight
2779,Open,Center,Focus,Center,Front Tilt,Straight
2780,Open,Center,Focus,Center,Front Tilt,Straight
2781,Open,Center,Focus,Center,Front Tilt,Straight
2782,Open,Center,Focus,Center,Front Tilt,Straight
2783,Open,Center,Focus,Center,Front Tilt,Straight
2784,Open,Center,Focus,Center,Front Tilt,Straight
2785,Open,Center,Focus,Center,Front Tilt,Straight
2786,Open,Center,Focus,Center,Front Tilt,Straight
2787,Open,Center,Focus,Center,Front Tilt,Straight
2788,Open,Center,Focus,Center,Front Tilt,Straight
2789,Open,Center,Focus,Center,Front Tilt,Straight
2790,Open,Center,Focus,Center,Front Tilt,Straight
2791,Open,Center,Focus,Center,Front Tilt,Straight
2792,Open,Center,Focus,Center,Front Tilt,Straight
2793,Open,Center,Focus,Center,Front Tilt,Straight
2794,Open,Center,Focus,Center,Front Tilt,Straight
2795,Open,Center,Focus,Center,Front Tilt,Straight
2796,Open,Center,Focus,Center,Front Tilt,Straight
2797,Open,Center,Focus,Center,Front Tilt,Straight
2798,Open,Center,Focus,Center,Front Tilt,Straight
2799,Open,Center,Focus,Center,Front Tilt,Straight
2800,Open,Center,Focus,Center,Front Tilt,Straight
2801,Open,Center,Focus,Center,Front Tilt,Straight
2802,Open,Center,Focus,Center,Front Tilt,Straight
2803,Open,Center,Focus,Center,Front Tilt,Straight
2804,Open,Center,Focus,Center,Front Tilt,Straight
2805,Open,Center,Focus,Center,Front Tilt,Straight
2806,Open,Center,Focus,Center,Front Tilt,Straight
2807,Open,Center,Focus,Center,Front Tilt,Straight
2808,Open,Center,Focus,Center,Front Tilt,Straight
2809,Open,Center,Focus,Center,Front Tilt,Straight
2810,Open,Center,Focus,Center,Front Tilt,Straight
2811,Open,Center,Focus,Center,Front Tilt,Straight
2812,Open,Center,Focus,Center,Front Tilt,Straight
2813,Open,Center,Focus,Center,Front Tilt,Straight
2814,Open,Center,Focus,Center,Front Tilt,Straight
2815,Open,Center,Focus,Center,Front Tilt,Straight
2816,Open,Center,Focus,Center,Front Tilt,Straight
2817,Open,Center,Focus,Center,Front Tilt,Straight
2818,Open,Center,Focus,Center,Front Tilt,Straight
2819,Open,Center,Focus,Center,Front Tilt,Straight
2820,Open,Center,Focus,Center,Front Tilt,Straight
2821,Open,Center,Focus,Center,Front Tilt,Straight
2822,Open,Center,Focus,Center,Front Tilt,Straight
2823,Open,Center,Focus,Center,Front Tilt,Straight
2824,Open,Center,Focus,Center,Front Tilt,Straight
2825,Open,Center,Focus,Center,Front Tilt,Straight
2826,Open,Center,Focus,Center,Front Tilt,Straight
2827,Open,Center,Focus,Center,Front Tilt,Straight
2828,Open,Center,Focus,Center,Front Tilt,Straight
2829,Open,Center,Focus,Center,Front Tilt,Straight
2830,Open,Center,Focus,Center,Front Tilt,Straight
2831,Open,Center,Focus,Center,Front Tilt,Straight
2832,Open,Center,Focus,Center,Front Tilt,Straight
2833,Open,Center,Focus,Center,Front Tilt,Straight
2834,Open,Center,Focus,Center,Front Tilt,Straight
2835,Open,Center,Focus,Center,Front Tilt,Straight
2836,Open,Center,Focus,Center,Front Tilt,Straight
2837,Open,Center,Focus,Center,Front Tilt,Straight
